budget,genres,id,production_companies,release_date,release_month,revenue,tagline,title,vote_average,award_noms
125000000,Drama,86834,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Protozoa Pictures', 'id': 7503}, {'name': 'Disruption Entertainment', 'id': 10256}]",3/20/2014,March,362637473,The end of the world is just the beginning.,Noah,5.5,0
5000000,Horror,155084,"[{'name': 'Sahamongkol Film International', 'id': 6018}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'IM Global', 'id': 7437}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Radius-TWC', 'id': 20671}, {'name': 'Little Magic Films', 'id': 26470}]",4/18/2014,April,13809,You don't play the game. It plays you.,13 Sins,6.2,0
70000000,Action,188207,"[{'name': 'Millennium Films', 'id': 10254}]",1/10/2014,January,61279452,Every Man Has a Destiny,The Legend of Hercules,4.4,0
50000000,Comedy,145220,"[{'name': 'Buena Vista', 'id': 32}, {'name': 'Disney', 'id': 6421}]",3/20/2014,March,80383290,Taking the world by farce,Muppets Most Wanted,6.2,0
25500000,Thriller,190955,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'LGM Productions', 'id': 2490}, {'name': 'Les Productions du TrÃ©sor', 'id': 2612}, {'name': 'Mars Distribution', 'id': 2908}, {'name': 'Canal+', 'id': 5358}, {'name': 'France TÃ©lÃ©vision', 'id': 7454}, {'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'CinÃ©+', 'id': 10611}, {'name': 'M6', 'id': 11261}, {'name': 'France 3 Cinema', 'id': 16804}, {'name': 'Caneo Films', 'id': 19690}, {'name': 'Grisbi Productions', 'id': 32242}, {'name': 'France 4', 'id': 33928}, {'name': 'W9', 'id': 34774}, {'name': 'Chi-Fou-Mi Productions', 'id': 34780}, {'name': 'Treasure Company', 'id': 34782}]",8/22/2013,August,2415472,Crime runs in the family.,Blood Ties,6,0
1500000,Comedy,138222,"[{'name': 'KODA Entertainment', 'id': 16947}]",10/20/2012,October,1938,,Best Man Down,6.1,0
200000,Horror,193612,"[{'name': 'Hammer Film Productions', 'id': 1314}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Travelling Picture Show Company', 'id': 20791}]",4/1/2014,April,17834867,A shocking experiment. An unspeakable evil.,The Quiet Ones,5.1,0
25000000,Drama,200505,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}]",4/11/2014,April,28831145,The greatest victories don't always happen on the field.,Draft Day,6.5,0
4500000,Action,180299,"[{'name': 'Pt. Merantau Films', 'id': 12141}, {'name': 'XYZ Films', 'id': 12142}]",3/27/2014,March,2627209,It's Not Over Yet,The Raid 2,7.6,0
200000000,Action,102382,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'Avi Arad Productions', 'id': 31828}, {'name': 'Matt Tolmach Productions', 'id': 53462}]",4/16/2014,April,705717432,No more secrets.,The Amazing Spider-Man 2,6.5,0
5000000,Horror,157547,"[{'name': 'Intrepid Pictures', 'id': 1224}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'WWE Studios', 'id': 10339}, {'name': 'MICA Entertainment', 'id': 24510}]",9/8/2013,September,44030246,You see what it wants you to see,Oculus,6.3,0
17000000,Drama,249660,"[{'name': 'Pure Flix Entertainment', 'id': 6427}]",3/21/2014,March,29789000,What do you believe?,God's Not Dead,5.9,0
33000000,Fantasy,197796,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Eskwad', 'id': 616}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'TMC', 'id': 5076}, {'name': 'PathÃ©', 'id': 7981}, {'name': '120 Films', 'id': 19233}, {'name': 'TF1', 'id': 22123}, {'name': 'CinÃ©+', 'id': 23616}]",2/12/2014,February,49100000,The legend is reborn...,Beauty and the Beast,5.8,0
103000000,Animation,172385,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]",3/19/2014,March,500188435,"He's villainous, she's venomous.",Rio 2,6.3,0
100000000,Thriller,157353,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Syncopy', 'id': 9996}, {'name': 'DMG Entertainment', 'id': 10289}, {'name': 'Straight Up Films', 'id': 13403}]",4/16/2014,April,103039258,"Yesterday, Dr. Will Caster was only human...",Transcendence,5.9,0
12000000,Drama,236751,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Roth Films', 'id': 16314}]",4/16/2014,April,101332962,Unlock the mystery,Heaven is for Real,6.1,0
40000000,Comedy,193610,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'LBI Productions', 'id': 75017}]",4/16/2014,April,196781193,The oddest friends are about to get even,The Other Woman,6.2,0
28000000,Action,254473,"[{'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'CinÃ©+', 'id': 23616}, {'name': 'D8', 'id': 32999}]",4/22/2014,April,68896829,Undercover and never Outgunned,Brick Mansions,5.7,0
2000000,Drama,210479,"[{'name': 'IM Global', 'id': 7437}, {'name': 'Shoebox Films', 'id': 28473}, {'name': 'A24', 'id': 41077}]",4/10/2014,April,4635300,No turning back,Locke,6.9,0
130000000,Action,76649,"[{'name': 'Impact Pictures', 'id': 248}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Don Carmody Productions', 'id': 4253}, {'name': 'FilmDistrict', 'id': 7263}, {'name': 'Constantin Film International', 'id': 12162}]",2/18/2014,February,117831631,No warning. No escape.,Pompeii,5.2,0
18000000,Comedy,195589,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Point Grey Pictures', 'id': 16615}, {'name': 'Good Universe', 'id': 17393}]",5/8/2014,May,268157400,Family vs. Frat,Neighbors,6.2,0
10900000,Drama,205601,"[{'name': 'Isle of Man Film', 'id': 2268}, {'name': 'DJ Films', 'id': 5654}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Pinewood Studios', 'id': 19404}, {'name': 'Metrol Technology', 'id': 25954}]",9/8/2013,September,16505460,Based on the inspiring true story,Belle,7.2,0
16000000,Drama,152599,"[{'name': 'Kingsgate Films', 'id': 770}, {'name': 'Worldview Entertainment', 'id': 9015}]",7/3/2013,July,5867686,,The Immigrant,6.2,0
1400000,Action,19703,"[{'name': 'UTV Motion Pictures', 'id': 2320}]",9/5/2008,September,3500000,,A Wednesday!,7,0
5000000,Comedy,252680,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Provident Films', 'id': 3291}, {'name': 'Pure Flix Entertainment', 'id': 6427}, {'name': 'Affirm Films', 'id': 10156}, {'name': 'FourBoys Entertainment', 'id': 80078}]",3/25/2014,March,10429707,What could go wrong?,Moms' Night Out,5.5,0
40000000,Action,240832,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'CinÃ©+', 'id': 23616}]",7/14/2014,July,126546825,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Lucy,6.3,0
250000000,Action,127585,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Down Productions', 'id': 37336}, {'name': 'Revolution Sun Studios', 'id': 76043}]",5/15/2014,May,747862775,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,0
160000000,Action,124905,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Disruption Entertainment', 'id': 10256}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]",5/14/2014,May,529076069,The king will rise.,Godzilla,6.1,0
15000000,Comedy,187596,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'FilmDistrict', 'id': 7263}]",5/2/2014,May,59209,Awesome night. Epic aftermath.,Walk of Shame,5.8,0
70000000,Animation,59981,"[{'name': 'Prana Animation Studios', 'id': 22135}, {'name': 'Summertime Entertainment', 'id': 48471}]",6/13/2013,June,18662027,There's trouble in OZ...,Legends of Oz: Dorothy's Return,5.8,0
11000000,Comedy,212778,"[{'name': 'Prescience', 'id': 6901}, {'name': 'Fairview Entertainment', 'id': 7297}, {'name': 'Altus Media', 'id': 86708}]",5/8/2014,May,45967935,Starting from scratch never tasted so good.,Chef,7.2,0
318000,Horror,210947,"[{'name': 'TÃ©lÃ©film Canada', 'id': 806}, {'name': 'Panorama Films', 'id': 5561}, {'name': 'Automatik Entertainment', 'id': 7625}]",4/4/2014,April,121179,Captured. On Film.,Afflicted,6.4,0
40000000,Comedy,232672,"[{'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Karz Entertainment', 'id': 4194}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Gulfstream Pictures', 'id': 20788}]",5/21/2014,May,123494610,"Single Dad, No Clue. Single Mum, Flying Solo.",Blended,6.6,0
8000000,Comedy,198277,"[{'name': 'Likely Story', 'id': 1785}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Sycamore Pictures', 'id': 14319}]",9/7/2013,September,63464861,You're only as strong as your next move.,Begin Again,7.3,0
180000000,Fantasy,102651,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Studios Motion Pictures', 'id': 3036}, {'name': 'Roth Films', 'id': 16314}]",5/28/2014,May,758539785,Don't believe the fairy tale.,Maleficent,7,0
178000000,Action,137113,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Viz Media', 'id': 6687}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}, {'name': '3 Arts Entertainment', 'id': 36390}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]",5/27/2014,May,370541256,"Live, Die, Repeat",Edge of Tomorrow,7.6,0
150000000,Action,177677,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'China Movie Channel', 'id': 11413}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'TC Productions', 'id': 21777}, {'name': 'Alibaba Pictures Group', 'id': 69484}, {'name': 'Odin', 'id': 69485}]",7/23/2015,July,682330139,Desperate Times. Desperate Measures.,Mission: Impossible - Rogue Nation,7.1,0
25000000,Drama,198185,"[{'name': 'Walt Disney Pictures', 'id': 2}]",5/9/2014,May,38307627,"Sometimes to win, sometimes you have to change the game",Million Dollar Arm,6.6,0
12000000,Romance,222935,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'TSG Entertainment', 'id': 22213}]",5/16/2014,May,307166834,One Sick Love Story,The Fault in Our Stars,7.6,0
12700000,Comedy,209185,"[{'name': 'Max Films Productions', 'id': 7828}, {'name': 'Morag Loves Company', 'id': 33137}]",5/30/2014,May,3430018,The small town of Tickle Cove needed a doctor. What they got was a miracle.,The Grand Seduction,6.7,0
17500000,Drama,175541,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Malvern Pictures', 'id': 85720}]",11/27/2013,November,7018189,The Musical Event of the Holiday Season,Black Nativity,5.8,0
19700000,Animation,140870,"[{'name': 'Futurikon', 'id': 2613}, {'name': 'Entre Chien et Loup', 'id': 3984}, {'name': 'Futurikon Production II', 'id': 16868}, {'name': 'Mollywood', 'id': 22071}, {'name': 'Nozon', 'id': 67715}]",11/17/2013,November,30000000,,Minuscule: Valley of the Lost Ants,6.6,0
3512454,Drama,110428,"[{'name': 'Canal+', 'id': 5358}, {'name': 'Arte France CinÃ©ma', 'id': 6916}, {'name': '3B Productions', 'id': 7184}, {'name': 'C.R.R.A.V. Nord Pas de Calais', 'id': 11433}, {'name': 'Region PACA', 'id': 78987}]",3/13/2013,March,115860,,Camille Claudel 1915,7,0
4357373,Thriller,227700,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Antena 3 Films', 'id': 6538}, {'name': 'The Safran Company', 'id': 11565}, {'name': 'Ombra Films', 'id': 23513}, {'name': 'Roxbury', 'id': 63808}, {'name': 'Vertical Entertainment', 'id': 88606}]",10/13/2013,October,1200000,Don't Let Her In,Mindscape,6.5,0
500000,Comedy,114574,"[{'name': 'The Asylum', 'id': 1311}]",6/26/2012,June,500000,,Bikini Spring Break,3.8,0
50000000,Crime,187017,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Cannell Studios', 'id': 9194}, {'name': 'LStar Capital', 'id': 34034}, {'name': '33andOut Productions', 'id': 34035}, {'name': 'JHF Productions', 'id': 34036}]",6/5/2014,June,188441614,They're not 21 anymore,22 Jump Street,7,0
6000000,Drama,244088,"[{'name': 'Indiana Production Company', 'id': 18156}, {'name': 'Motorino Amaranto', 'id': 50915}]",1/9/2014,January,5809330,,Human Capital,7.4,0
55000000,Thriller,156022,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Escape Artists', 'id': 1423}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Lonetree Entertainment', 'id': 41096}]",9/24/2014,September,192330738,What do you see when you look at me?,The Equalizer,7.1,0
145000000,Fantasy,82702,"[{'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Mad Hatter Entertainment', 'id': 20154}]",6/12/2014,June,609123048,The training is over.,How to Train Your Dragon 2,7.6,0
18000000,Drama,194662,"[{'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Le Grisbi Productions', 'id': 47169}, {'name': 'M Productions', 'id': 52660}]",8/27/2014,August,103215094,or (The Unexpected Virtue of Ignorance),Birdman,7.4,9
4141459,Drama,87368,"[{'name': 'Archipel 35', 'id': 2695}, {'name': 'Canal+', 'id': 5358}, {'name': 'Arte France', 'id': 6111}, {'name': 'CinÃ©CinÃ©ma', 'id': 6301}, {'name': 'Arte France CinÃ©ma', 'id': 6916}, {'name': 'Programme MEDIA de la CommunautÃ© EuropÃ©enne', 'id': 11248}, {'name': 'Centre National de la CinÃ©matographie (CNC)', 'id': 18367}, {'name': ""Centre National de la CinÃ©matographie et de l'Image AnimÃ©e"", 'id': 20345}, {'name': 'RÃ©gion Bretagne', 'id': 20346}, {'name': 'Banque Populaire Images 11', 'id': 20347}, {'name': 'CinÃ©mage 5', 'id': 20348}, {'name': 'Uni Ã‰toile 8', 'id': 20349}, {'name': 'Sofica Cofinova', 'id': 20351}]",6/13/2011,June,201607,,17 Girls,5.6,0
4000000,Drama,85350,"[{'name': 'IFC Films', 'id': 307}, {'name': 'Detour Filmproduction', 'id': 11510}]",6/5/2014,June,44349000,12 years in the making.,Boyhood,7.5,6
24000000,Comedy,184098,"[{'name': 'Will Packer Productions', 'id': 49968}]",6/20/2014,June,70181428,,Think Like a Man Too,6.3,0
40000000,Music,209451,"[{'name': 'Warner Bros.', 'id': 6194}]",6/5/2014,June,67347013,,Jersey Boys,6.8,0
210000000,Science Fiction,91314,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'China Movie Channel', 'id': 11413}, {'name': 'Hasbro Studios', 'id': 22826}, {'name': 'Ian Bryce Productions', 'id': 38833}, {'name': 'Revolution Sun Studios', 'id': 76043}]",6/25/2014,June,1091405097,This is not war. It's extinction.,Transformers: Age of Extinction,5.8,0
50000000,Animation,218836,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'DisneyToon Studios', 'id': 5391}, {'name': 'Prana Studios', 'id': 18713}, {'name': 'Prana Animation Studios', 'id': 22135}]",7/17/2014,July,151165787,"When others fly out, heroes fly in.",Planes: Fire & Rescue,5.8,0
5900000,Comedy,262340,"[{'name': 'BBC Films', 'id': 288}, {'name': ""That's Nice Films"", 'id': 32182}, {'name': 'BocFlix', 'id': 32183}]",6/27/2014,June,23000000,,Mrs. Brown's Boys D'Movie,4.7,0
20000000,Comedy,226486,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Gary Sanchez Productions', 'id': 4740}]",7/2/2014,July,100525432,She hit the road. The road hit back.,Tammy,5,0
2000000,Drama,242224,"[{'name': 'South Australian Film Corporation', 'id': 2806}, {'name': 'Screen Australia', 'id': 7584}, {'name': 'Smoking Gun Productions', 'id': 21181}, {'name': 'Causeway Films', 'id': 32301}]",5/22/2014,May,6676471,"If it's in a word, or it's in a look, you can't get rid of the Babadook.",The Babadook,6.5,0
2200000,Drama,267999,"[{'name': 'Proton Cinema', 'id': 17173}, {'name': 'Filmpartners', 'id': 20692}, {'name': 'Pola Pandora Filmproduktions', 'id': 41706}]",6/12/2014,June,282358,The unwanted will have their day.,White God,6.6,0
3300000,Drama,244786,"[{'name': 'Bold Films', 'id': 2266}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Right of Way Films', 'id': 32157}]",10/10/2014,October,13092000,The road to greatness can take you to the edge.,Whiplash,8.3,5
61000000,Mystery,210577,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Pacific Standard', 'id': 15829}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Artemple - Hollywood', 'id': 60682}]",10/1/2014,October,369330363,You don't know what you've got 'til it's...,Gone Girl,7.9,0
170000000,Science Fiction,119450,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Chernin Entertainment', 'id': 7076}, {'name': 'TSG Entertainment', 'id': 22213}]",6/26/2014,June,710644566,One last chance for peace.,Dawn of the Planet of the Apes,7.3,0
2900000,Horror,123109,"[{'name': 'Pathe', 'id': 7396}, {'name': 'WWE Studios', 'id': 10339}, {'name': 'Milk & Media', 'id': 22305}, {'name': 'Constance Media', 'id': 22306}]",3/9/2013,March,74918,No one runs. No one escapes.,No One Lives,5.5,0
18000000,Comedy,253235,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Envision Entertainment', 'id': 31832}, {'name': 'ASIG Productions', 'id': 32245}]",7/20/2014,July,25312387,,And So It Goes,5.7,0
40000000,Comedy,225886,"[{'name': 'Escape Artists', 'id': 1423}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'LStar Capital', 'id': 34034}]",7/17/2014,July,126069509,A movie about a movie they don't want you to see.,Sex Tape,5.2,0
9000000,Horror,238636,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': '5150 Action', 'id': 47354}]",7/17/2014,July,108782847,"Welcome to America, where one night a year, all crime Is legal.",The Purge: Anarchy,6.6,0
170000000,Action,118340,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Bulletproof Cupid', 'id': 54850}, {'name': 'Revolution Sun Studios', 'id': 76043}]",7/30/2014,July,773328629,All heroes start somewhere.,Guardians of the Galaxy,7.9,0
4000000,Thriller,242095,"[{'name': 'Automatik Entertainment', 'id': 28163}, {'name': 'Low Spark Films', 'id': 28286}, {'name': 'Signal Film Group', 'id': 87213}]",3/15/2014,March,600896,R U Agitated?,The Signal,5.8,0
90000000,Action,138103,"[{'name': 'Davis-Films', 'id': 342}, {'name': 'Nu Image Films', 'id': 925}, {'name': 'LionsGate', 'id': 7571}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Ex3 Productions', 'id': 28384}, {'name': 'Fipex Holding', 'id': 40822}]",8/4/2014,August,206172544,New team. New attitude. New mission.,The Expendables 3,6.1,0
